comment,stance_llama_8b,sentiment_llama_8b
it doesnt matter what lying biden says tonight because we have all seen what a trash fire this administration has been,CONSERVATIVE,NEGATIVE
did anyone else feel dumber for listening to his sht,CONSERVATIVE,NEGATIVE
id like to know what drugs they had him on tonight for him to be able to get through that entire speech something hes been unable to do for yrs granite the speech was bulshit all memorized lies are we going to have a show factchecking him for all his claims and his statements tonight,CONSERVATIVE,NEGATIVE
people we need to vote for the better candidate at this moment n this is obviously not it,CONSERVATIVE,NEUTRAL
more of the same destruction of the united states of america the state of destruction,CONSERVATIVE,NEGATIVE
this man is the biggest liar on earth bottom line,CONSERVATIVE,NEGATIVE
this is madness,CONSERVATIVE,NEUTRAL
is anybody noticed the new york judge was there tonight that went after donald trump the judge should remove as a judge and be charged,CONSERVATIVE,NEUTRAL
we going to boned in joe bidens lies,CONSERVATIVE,NEGATIVE
at least they got rid of the scary red and black backdrop,CONSERVATIVE,POSITIVE
president biden should consider running for the presidency of ukraine as his initial focus on the topic highlights his approach to governance prioritizing foreign affairs particularly concerning ukraine demonstrates his commitment and leadership despite the promising reports on the economy from economists the benefits are not reaching the average citizens who are facing challenges in maintaining their livelihoods our nation is grappling with issues such as illegal immigration and the strain it puts on resources it is imperative that president biden addresses pressing american matters before turning his attention elsewhere,CONSERVATIVE,NEUTRAL
clown show,LIBERAL,NEGATIVE
a very powerful eloquent coherent intelligent honest speech from a cultured leader who respects everyone without mocking anyone without excluding or denigrating minorities,LIBERAL,POSITIVE
where are the comments,CONSERVATIVE,NEUTRAL
im so scared for america more so now the never before,CONSERVATIVE,NEGATIVE
