comment,stance_llama_8b,sentiment_llama_8b
this president doesnt look like anyones conspiring behind him,LIBERAL,NEUTRAL
it was good to see the blackrobed hypocrites squirming i doubt they have anyone speaking truth directly to their faces very often,CONSERVATIVE,NEUTRAL
is this some kind of sick perverted joke going on here,CONSERVATIVE,NEUTRAL
illegal immigrants should not vote flat out illegal,CONSERVATIVE,NEUTRAL
theres no denying biden absolutely nailed it even if you have the iq of a carrot,LIBERAL,POSITIVE
every american should hold on for 3 years not paying taxes we all have 3 years to pay that would stop the government from take advantage of us tax payers,LIBERAL,NEUTRAL
what really is funny is joe biden literally threatened the supreme court yet will not be held accountable or so he thinks the fact that he is literally making it easier and easier for trump to win is the only beautiful thing about that,LIBERAL,NEUTRAL
5000 illegals coming in a day is not fixing the border,CONSERVATIVE,NEUTRAL
and as it was in the days of noah so it will be also in the days of the son of man they ate they drank they married wives they were given in marriage until the day that noah entered the ark and the flood came and destroyed them all likewise as it was also in the days of lot they ate they drank they bought they sold they planted they built but on the day that lot went out of sodom it rained fire and brimstone from heaven and destroyed them all even so will it be in the day when the son of man is revealed,OTHER,NEUTRAL
this fool is for illegals more than he is the american people,CONSERVATIVE,NEGATIVE
biden lied as usual all through this drugged up speech,CONSERVATIVE,NEGATIVE
i for one sure love paying 8 for a big mac bidenomics in action,CONSERVATIVE,NEUTRAL
such a false cheerleader farseness resounds loudly from this room noone can afford anything people are working two jobs and most cant buy a house get a car and are losing everything four more years of this and the american dream will be gone vote kennedy 2024,OTHER,NEGATIVE
i love this speech i though the president was energetic he engaged with the hustle crowd had some humor and also addressed his age and the old ideas of his predecessor brilliant 4 more years is what im thinking biden harris 2024 all the way,LIBERAL,POSITIVE
this genocide joe is actually obsessed with his home of trade biolabs and cia secret caves of ukraine instead of telling us what he will do for americans as its presidenthe is enumerating steps he will take to help a foreign country,LIBERAL,NEGATIVE
biden has ignored the border for the last three years and even had his agents cut the barb wire to let them in now that he wants to get elected hes trying to fix it because this is one of the areas where he had low points so he set the fire and now he wants to be the hero to put it out,CONSERVATIVE,NEUTRAL
very nice mr speaker to standup for john lewis when his name was called,LIBERAL,POSITIVE
i can see the face of the black legal expert ladywho during the interview said i dont know definition of a woman,LIBERAL,NEUTRAL
four more years thats the bulldog i remember biting the bad working for all we all,LIBERAL,POSITIVE
sleepy joe took the snowflake fascists to the woodshed at this speech future scholars you have been warned lol,CONSERVATIVE,POSITIVE
isnt it interesting how the media showed the 1 coherent reply by dt to this but they wont show when he uses incoherent utterances that medical pros call phonemic paraphasia brain damage best stou despite the disrespect,LIBERAL,POSITIVE
he did a great job he was sharp and delivered his speech very clearly without referring to his written speech,LIBERAL,POSITIVE
china and russia are about to cut the west off of natural gas,CONSERVATIVE,NEUTRAL
iran isnt a threat they are people just like us stop it stop finding someone to blame,LIBERAL,NEUTRAL
best speech in history,LIBERAL,POSITIVE
considering the current state of things its probably a good time for democrats to admit that when biden took office and overturned all of trumps policies in the first 100 days that it was just for spite and it backfired bigtime on the american people,LIBERAL,NEUTRAL
that wasnt a state of the union it was campaign rhetoric gaslighting,LIBERAL,NEUTRAL
biden wants to regulate snack companies so they cant put in fewer chips in each bag of chips shrinkflation he says he wants to sign a bill but a bill that does what exactly legally mandate each bag needs at least 30 chips bags are weighed and the weight is labeled on the front what more does this guy want,LIBERAL,NEUTRAL
can someone tell me who the woman is sitting next to hakeem jeffries at 2855 4533 4622,OTHER,NEUTRAL
someone oughta do an avg price of everyones attire these dont look like public servants to me the laughing and congregating before the speech as if we arent in some of the darkesthardest times of our nation wake up they dont care about you only how they can better them and theirs,LIBERAL,NEGATIVE
unless youre native american you imigrated here stop hating yourself,LIBERAL,NEUTRAL
anybody wondering why clarence uncle tom thomas isnt there,LIBERAL,NEUTRAL
banks changed recently from getting the majority of their income from interest on loans today banks make the majority of their profit on fees now,LIBERAL,NEUTRAL
if the republicans seat were rigged with tasers you could make them stand up and cheer,OTHER,POSITIVE
i thought george santos waswait thats marco rubio,CONSERVATIVE,NEUTRAL
mumbling sweating shaking forgetting pausing yelling lying blaming and staring off into space typical biden still embarrassing all of usthe light upstairs is just a dim flickering nightlight he should just go home and enjoy the months he has left in his old age instead of being put on display like a fool,LIBERAL,NEGATIVE
vote kennedy 2024 make america great again vote kennedy 2024 make america a place our children can afford to buy a house vote kennedy 2024 give americans free choice over medicine vote kennedy 2024 kennedy meets all the needs of americans and has a brain to straighten out all the mess vote kennedy 2024,CONSERVATIVE,NEUTRAL
no manufacturing that produces pollution will ever be able to operate in the us,LIBERAL,NEUTRAL
i just bought a new car in tennessee i was turned down by salesmen and not even allowed to apply republicans in positions to raise prices and refuse financing to keep the economy down so it doesnt grow to say look how bad the world is when its better than ever,LIBERAL,NEUTRAL
a raging lunatic sounds like a dictator,CONSERVATIVE,NEGATIVE
political violence exists or it wouldnt be mentioned,CONSERVATIVE,NEUTRAL
a military alliance that cant stop israel,OTHER,NEUTRAL
13540 and 13614 and 14113 black people pay attention they are apart of the problem a straight up steven of the movie django matter of fact there was a good bit of pastor stevens and stevens in that room makes me sick,OTHER,NEGATIVE
mtg must have father issues,LIBERAL,NEUTRAL
what is the biggest threat to america right now its not inflation its not the border its not gun control its not ukraine china russia gaza etc its not wokeness its not racism its not the environment or abortion the biggest threat to america right now is the caustic divide being propagated by both biden and trump we cannot survive another four years of either man to quote an old song clowns to the left of me jokers to the right back in the middle again i will not vote for either why because they have no moral character i repeat no moral character im voting for rfk check him out,OTHER,NEUTRAL
