comment,stance_llama_8b
i just bought a new car in tennessee i was turned down by salesmen and not even allowed to apply republicans in positions to raise prices and refuse financing to keep the economy down so it doesnt grow to say look how bad the world is when its better than ever,LIBERAL
a raging lunatic sounds like a dictator,CONSERVATIVE
political violence exists or it wouldnt be mentioned,CONSERVATIVE
a military alliance that cant stop israel,OTHER
13540 and 13614 and 14113 black people pay attention they are apart of the problem a straight up steven of the movie django matter of fact there was a good bit of pastor stevens and stevens in that room makes me sick,OTHER
mtg must have father issues,LIBERAL
what is the biggest threat to america right now its not inflation its not the border its not gun control its not ukraine china russia gaza etc its not wokeness its not racism its not the environment or abortion the biggest threat to america right now is the caustic divide being propagated by both biden and trump we cannot survive another four years of either man to quote an old song clowns to the left of me jokers to the right back in the middle again i will not vote for either why because they have no moral character i repeat no moral character im voting for rfk check him out,OTHER
raise the min wage to 20 an hour not 15 inflation took the value out of the 15 minimum most places pay more than 15 now 7 min wage is a joke 7 is slavery,LIBERAL
the audacity to say that history is watching when he is helping israel commit a mass genocide and ethnic cleanse amazing phenomenal complete hypocrisy from the beginning of the speech it just shows the beauty of this political system and its absolute corrupt tendencies from both sides if only we can stop giving israel money and help our people instead like end the homelessness crisis help our veterans make our economy better but too bad we live in a disguised dystopia,LIBERAL
joe biden can fup a ball bearing state of the union address was not much of a challenge,LIBERAL
joe biden gave the most divisive partisan radical and extreme speech ever delivered by a president in that chamber rather than trying to bring our country together he tried to cling to power by tearing our country apart,LIBERAL
former deceased president kennedy and dr martin luther king jr thank you 2024,OTHER
worst state of union ever,CONSERVATIVE
when you get to be my age certain things become clearer than ever example america is a nation that can be defined in a single word asdfoothasdhtin_uh_ftftfot,OTHER
fighting joe still fighting for us,LIBERAL
i just cant believe weve reached a point where no one in that room is trust worthy and the level of performance were seeing is on the level of north korea my real advice whatever you read or hear do research figure out if its really true or not because were fed so much propaganda its literally choking society,LIBERAL
speaker johnson was an embarrassment during the entire speechdecorumhe doesnt understand that means nonverbal decorum as well,LIBERAL
kamala trying to look important when shes really thinking about all the you know the things shes swallowed throughout her career to get to where shes at that very moment,CONSERVATIVE
biden offers abortion war and the castration of kids trans kids we are lost and we celebrate,OTHER
