comment,biden_stance,trump_stance
the man god has chosen for the amiricans for now has spoken the whole world can now reflect and resolve that donald trumpis the right man now for the amiricans his speech is divine and direct to solving the amiricans problems what a humble honest hopeful and happy speach from donald trump i a m calling on the amiricans and the world to surport donald trumpfor the good of american people and the world to vote donald trump in nigeria we are praying for trump victory come november this year donald trumpis the next amirican president come november this year,NONE,FAVOR
its true that the other countries are seeing america as the best joke with biden as president humiliating,AGAINST,FAVOR
if trump gets back in office in 4 years will be right back where we started in a recession,NONE,NONE
trump is talking about barack obamas economy you cant take credit for the economy before youre sworn into office,NONE,AGAINST
in what policies did trump talk about none old trump does is stand up there and lie,NONE,AGAINST
republicans like to make fun of joe bidens debate but look at ronald reagan he had alzheimers for 2 years into the presidency,FAVOR,NONE
before you people vote you had better read project 2025 this is the republican agenda a fascist look into the future vote democrat or there will be no more elections,FAVOR,AGAINST
1259 what this man has done is absolutely criminal,NONE,AGAINST
no wonder after ruto visiting america he went bk to raise taxes mr trump xax for the enlightenment,NONE,NONE
this folks is the debate joe wanted asked for and killed his hopes of becoming potus47 all hail your next president donald j trump,AGAINST,FAVOR
all of a sudden i thought my english listening skills became better as a foreigner,NONE,NONE
biden should retire long time ago seeing him debate not in his perfect condition,AGAINST,NONE
biden is lying through his teeth and trump is not actually answering most of the questions what a predicament we are in,AGAINST,AGAINST
as an outsider looking in biden spoke well for the most partwhat is wrong with people in the usa,FAVOR,NONE
why wasnt you have the morals of the alley cat not on the highlights,NONE,AGAINST
im not american and have no horse in the race but if any person thinks biden is fit to be president you need to seek psychiatric help,AGAINST,NONE
non bias and biden took the dub comments rigged ez reads,FAVOR,AGAINST
having watched _the debate_ for the first time i dont know what all the fuss is about trump gave loads of exaggerations while biden gave statistics biden spoke like someone with so much more to say providing the detail of what he had done the benefits of it and highlighting the international cooperation of which the usa has been the lead since 1945 while trump just blamed domestic problems on immigrants coming across the border from prisons and mental institutions and presumed current international crises could easily be resolved by the respect the world has for him but europe mocked trump privately as evidenced by the leak of diplomatic cables reports while russia china and nkorea merely massaged his ego with meetings while taking advantage of his worldly ignorance to continue their objectives hey ho,FAVOR,AGAINST
yea hes a 6 handicap thats the biggest lie of them all how can anyone hate this man trump 2024,NONE,FAVOR
cnn should be shutdown hopefully that wil be his first thing as president,NONE,FAVOR
full debate biden and trump in the first 2024 presidential debate wsj,NONE,NONE
trumpwere a great nationamerica is trusted and respectedblabla also trumpwere a failing nation because of this guy,AGAINST,FAVOR
503 so were working to bring down the price of around the kitchen table and thats what were going to get done,FAVOR,NONE
okay but can someone please get biden some water like mush mouth here is strugglin haaaard,FAVOR,NONE
trump i wish he was a great president because i wouldnt be here right now the only reason im here is because hes so bad me biden,FAVOR,AGAINST
i cant believe how politicians can lie with impunity no remorse whatsoever,NONE,NONE
can anyone translate,NONE,NONE
god bless america,NONE,NONE
im struggling to pay for groceries man bring trump back,NONE,FAVOR
wait a min joe was in office when pandemic started and dailed down,AGAINST,FAVOR
biden is so old that he speaks in hieroglyphics,AGAINST,FAVOR
biden can only talk good going against trump not for our president,FAVOR,AGAINST
rewatching this affter the assassination attempt i notice this time around trump is sharp he has laser focus and is not shying away from serving up the truth however it comes out its a passionate tone a patriotic attitude towards injustice to our nation trump 2024 all the way,NONE,FAVOR
618 great job by not spreading germs he almost covered his whole face wow amazing,NONE,NONE
all of that money spent on other countries while we are struggling in the usa trump is a business man he got the job done his strong brave he will make america great again he will send us more money to the american people either by check or when we file taxes i cant wait trump is not a popet like biden so called dr jill his running this ship thats why we are sinking,AGAINST,FAVOR
biden is too old to rule again pls retire trumph is good for the job,AGAINST,FAVOR
one thing i strongly admire from dt is his confidence amazing just watching him walking in with such high confidence makes me feel confident that he will demolish crook biden with just one hand maga,AGAINST,FAVOR
mr biden your sponsoring a war in ukraine,AGAINST,NONE
lets be honest price gouging is the problem not the economy yall oh its inflation ummm no there is no data to support this,NONE,NONE
at times trump was almost gracious to joe he felt compassion for his sad situation joe bidens family and close circle should be ashamed for parading him around and abusing him like this america is crippled with this bogus administration in charge do you know they havent had a full cabinet meeting since october 2023 his inner circle was trying to shield bidens cabinet to attempt to hide his condition down with the dirty elite politicians rise up america,FAVOR,FAVOR
