comment,stance_llama_8b,stance_trump,stance_biden
i cant believe anyone is satisfied with joe or donald an absolute abhorrent choice i hate this so much i hate the idea of best of two evils,LIBERAL,OTHER,ANTI
am i the only one that noticed after he says that theyll cap insulin at 35 month he said american indonesia,LIBERAL,OTHER,OTHER
the bill to hire more border agents and whomever to take care of back logged processing of immigrants wouldnt be as needed if he just close the border,CONSERVATIVE,PRO,OTHER
what tax credit i didnt get any tax credit,OTHER,OTHER,OTHER
where is the presidents seal wake up america,CONSERVATIVE,OTHER,OTHER
the ramblings of a senile old criminal pumped up on amphetamines echoing the sick sentiments of communism and the quest for perpetual national economic and racial war,OTHER,OTHER,ANTI
13005 the speakers face when biden said honesty,LIBERAL,OTHER,PRO
biden sucks and is the worst president ever who has destroyed this country he doesnt deserve a 2nd chance,CONSERVATIVE,OTHER,ANTI
he lied about everything crooked administration,CONSERVATIVE,ANTI,OTHER
send all grandfathers to retirement homes,LIBERAL,OTHER,OTHER
so many clowns in one roomshow for,LIBERAL,OTHER,OTHER
a nation and government of idiots the biggest ones ever in history of humanity,OTHER,OTHER,OTHER
this president doesnt look like anyones conspiring behind him,LIBERAL,OTHER,OTHER
it was good to see the blackrobed hypocrites squirming i doubt they have anyone speaking truth directly to their faces very often,CONSERVATIVE,OTHER,OTHER
is this some kind of sick perverted joke going on here,CONSERVATIVE,OTHER,OTHER
illegal immigrants should not vote flat out illegal,CONSERVATIVE,PRO,OTHER
theres no denying biden absolutely nailed it even if you have the iq of a carrot,LIBERAL,OTHER,PRO
every american should hold on for 3 years not paying taxes we all have 3 years to pay that would stop the government from take advantage of us tax payers,LIBERAL,OTHER,OTHER
what really is funny is joe biden literally threatened the supreme court yet will not be held accountable or so he thinks the fact that he is literally making it easier and easier for trump to win is the only beautiful thing about that,LIBERAL,OTHER,ANTI
5000 illegals coming in a day is not fixing the border,CONSERVATIVE,PRO,OTHER
and as it was in the days of noah so it will be also in the days of the son of man they ate they drank they married wives they were given in marriage until the day that noah entered the ark and the flood came and destroyed them all likewise as it was also in the days of lot they ate they drank they bought they sold they planted they built but on the day that lot went out of sodom it rained fire and brimstone from heaven and destroyed them all even so will it be in the day when the son of man is revealed,OTHER,OTHER,OTHER
this fool is for illegals more than he is the american people,CONSERVATIVE,PRO,OTHER
biden lied as usual all through this drugged up speech,CONSERVATIVE,OTHER,ANTI
i for one sure love paying 8 for a big mac bidenomics in action,CONSERVATIVE,OTHER,PRO
such a false cheerleader farseness resounds loudly from this room noone can afford anything people are working two jobs and most cant buy a house get a car and are losing everything four more years of this and the american dream will be gone vote kennedy 2024,OTHER,ANTI,OTHER
i love this speech i though the president was energetic he engaged with the hustle crowd had some humor and also addressed his age and the old ideas of his predecessor brilliant 4 more years is what im thinking biden harris 2024 all the way,LIBERAL,PRO,OTHER
this genocide joe is actually obsessed with his home of trade biolabs and cia secret caves of ukraine instead of telling us what he will do for americans as its presidenthe is enumerating steps he will take to help a foreign country,LIBERAL,OTHER,ANTI
biden has ignored the border for the last three years and even had his agents cut the barb wire to let them in now that he wants to get elected hes trying to fix it because this is one of the areas where he had low points so he set the fire and now he wants to be the hero to put it out,CONSERVATIVE,PRO,ANTI
very nice mr speaker to standup for john lewis when his name was called,LIBERAL,OTHER,OTHER
i can see the face of the black legal expert ladywho during the interview said i dont know definition of a woman,LIBERAL,OTHER,OTHER
four more years thats the bulldog i remember biting the bad working for all we all,LIBERAL,PRO,OTHER
sleepy joe took the snowflake fascists to the woodshed at this speech future scholars you have been warned lol,CONSERVATIVE,OTHER,PRO
isnt it interesting how the media showed the 1 coherent reply by dt to this but they wont show when he uses incoherent utterances that medical pros call phonemic paraphasia brain damage best stou despite the disrespect,LIBERAL,OTHER,OTHER
he did a great job he was sharp and delivered his speech very clearly without referring to his written speech,LIBERAL,PRO,OTHER
china and russia are about to cut the west off of natural gas,CONSERVATIVE,OTHER,OTHER
iran isnt a threat they are people just like us stop it stop finding someone to blame,LIBERAL,OTHER,OTHER
best speech in history,LIBERAL,PRO,OTHER
considering the current state of things its probably a good time for democrats to admit that when biden took office and overturned all of trumps policies in the first 100 days that it was just for spite and it backfired bigtime on the american people,LIBERAL,PRO,ANTI
that wasnt a state of the union it was campaign rhetoric gaslighting,LIBERAL,OTHER,OTHER
biden wants to regulate snack companies so they cant put in fewer chips in each bag of chips shrinkflation he says he wants to sign a bill but a bill that does what exactly legally mandate each bag needs at least 30 chips bags are weighed and the weight is labeled on the front what more does this guy want,LIBERAL,OTHER,ANTI
can someone tell me who the woman is sitting next to hakeem jeffries at 2855 4533 4622,OTHER,OTHER,OTHER
someone oughta do an avg price of everyones attire these dont look like public servants to me the laughing and congregating before the speech as if we arent in some of the darkesthardest times of our nation wake up they dont care about you only how they can better them and theirs,LIBERAL,OTHER,ANTI
unless youre native american you imigrated here stop hating yourself,LIBERAL,OTHER,OTHER
anybody wondering why clarence uncle tom thomas isnt there,LIBERAL,OTHER,OTHER
banks changed recently from getting the majority of their income from interest on loans today banks make the majority of their profit on fees now,LIBERAL,OTHER,OTHER
if the republicans seat were rigged with tasers you could make them stand up and cheer,OTHER,OTHER,OTHER
i thought george santos waswait thats marco rubio,CONSERVATIVE,OTHER,OTHER
mumbling sweating shaking forgetting pausing yelling lying blaming and staring off into space typical biden still embarrassing all of usthe light upstairs is just a dim flickering nightlight he should just go home and enjoy the months he has left in his old age instead of being put on display like a fool,LIBERAL,OTHER,ANTI
vote kennedy 2024 make america great again vote kennedy 2024 make america a place our children can afford to buy a house vote kennedy 2024 give americans free choice over medicine vote kennedy 2024 kennedy meets all the needs of americans and has a brain to straighten out all the mess vote kennedy 2024,CONSERVATIVE,OTHER,ANTI
no manufacturing that produces pollution will ever be able to operate in the us,LIBERAL,OTHER,OTHER
